av_pred_class,av_training_set,kepid,spline_bkspace,tce_depth,tce_duration,tce_impact,tce_max_mult_ev,tce_model_snr,tce_period,tce_plnt_num,tce_prad,tce_time0bk
PC,PC,9729691,1.319972038269043,1124.0,0.10795833170413971,0.2345999926328659,61.70000076293945,66.47000122070312,8.689290046691895,1,2.943000078201294,133.66299438476562
PC,PC,11547513,0.8952139616012573,287.29998779296875,0.12537500262260437,0.8842999935150146,69.02999877929688,75.80000305175781,5.317440032958984,1,2.0840001106262207,134.6540069580078
PC,PC,6937529,5.138038635253906,53.08000183105469,0.13858333230018616,0.6499000191688538,12.479999542236328,12.260000228881836,2.9464900493621826,1,0.9042999744415283,132.41799926757812
AFP,AFP,6859437,0.5,45.09000015258789,0.25325000286102295,0.07012999802827835,11.359999656677246,10.680000305175781,3.524470090866089,2,1.2100000381469727,131.6280059814453
AFP,AFP,9351622,20.0,25.479999542236328,0.1041666641831398,0.10000000149011612,9.869999885559082,-1.0,0.9984530210494995,5,1.9190000295639038,132.0679931640625
NTP,NTP,9246715,0.7372382879257202,991.7999877929688,0.25,0.10000000149011612,120.0999984741211,-1.0,398.1000061035156,1,43.459999084472656,508.7720031738281
PC,PC,5272233,0.8952139616012573,214.1999969482422,0.13054166734218597,0.6937999725341797,26.200000762939453,28.3700008392334,9.024399757385254,1,1.7339999675750732,133.5399932861328
AFP,AFP,6778019,1.319972038269043,90.86000061035156,0.07466666400432587,0.6610999703407288,14.800000190734863,17.989999771118164,0.9458289742469788,1,1.0829999446868896,131.61900329589844
AFP,AFP,10081748,0.5,26.09000015258789,0.15137499570846558,0.0986500009894371,11.789999961853027,12.720000267028809,1.4293999671936035,2,0.8303999900817871,131.82200622558594
NTP,NTP,7115463,20.0,39.790000915527344,0.07354166358709335,0.699999988079071,10.529999732971191,8.99899959564209,0.5667619705200195,1,0.6546000242233276,131.8419952392578
AFP,AFP,5034333,0.7372382879257202,57.380001068115234,0.20520833134651184,0.320499986410141,13.609999656677246,13.380000114440918,2.311000108718872,2,1.6829999685287476,132.4720001220703
AFP,AFP,6923424,20.0,0.0004758999857585877,0.08566666394472122,0.7925000190734863,8.104999542236328,5.357999907573685e-05,0.562729001045227,2,0.004100000020116568,131.7790069580078
NTP,NTP,5115607,0.7372382879257202,37.459999084472656,0.5354166626930237,0.2596000134944916,8.008999824523926,9.3100004196167,5.421710014343262,2,0.7502999901771545,132.60899353027344
AFP,AFP,5730867,0.5,159.6999969482422,0.2409166693687439,0.9007999897003174,12.0,12.239999771118164,3.059030055999756,4,2.318000078201294,133.86099243164062
PC,PC,8120608,1.9462679624557495,675.0,0.0964166671037674,0.699999988079071,40.720001220703125,44.0099983215332,7.267290115356445,1,1.3179999589920044,137.97900390625
AFP,AFP,11027729,1.087040662765503,48.20000076293945,0.32508334517478943,0.9783999919891357,12.6899995803833,12.449999809265137,4.876550197601318,1,1.5679999589920044,134.94700622558594
PC,PC,9693006,2.8697266578674316,37.11000061035156,0.12016666680574417,0.027160000056028366,14.850000381469727,14.1899995803833,2.8887500762939453,1,0.7965999841690063,132.3419952392578
NTP,NTP,8766808,0.5,14.579999923706055,0.11054166406393051,0.8797000050544739,7.460999965667725,7.00600004196167,1.0081499814987183,1,0.7346000075340271,132.13800048828125
NTP,NTP,5648562,0.5,86.70999908447266,0.14229166507720947,0.7002000212669373,8.220000267028809,7.3470001220703125,1.0054700374603271,2,2.688999891281128,131.73699951171875
AFP,AFP,4949027,2.3633148670196533,95.91999816894531,0.07358333468437195,0.4422000050544739,8.288000106811523,10.100000381469727,1.0610100030899048,1,0.9599000215530396,132.52699279785156
PC,PC,3831053,6.23901891708374,308.70001220703125,0.22479166090488434,0.006874000187963247,64.83000183105469,73.5999984741211,6.14955997467041,1,3.078000068664551,132.65499877929688
AFP,AFP,2306740,0.5,71520.0,0.7766666412353516,0.9991999864578247,460.6000061035156,1316.0,10.307000160217285,3,55.33000183105469,138.7480010986328
PC,PC,9782748,4.231344699859619,925.4000244140625,0.37674999237060547,0.022690000012516975,13.680000305175781,14.199999809265137,147.38600158691406,1,3.0460000038146973,174.67100524902344
AFP,AFP,5566645,2.8697266578674316,74.31999969482422,0.22633333504199982,0.005630999803543091,9.793000221252441,9.758999824523926,1.7072499990463257,2,1.0140000581741333,132.5570068359375
